id,tokens
18815904,10896
18826943,12449
18828589,5077
18829982,20179
18831553,23975
18837509,67284
18849431,13140
18849565,14925
18926872,13312
18927081,172364
18930751,48083
18938130,82166
18948378,13089
18959761,16732
18959769,25231
18973836,29926
18986982,19213
18987218,174616
19001261,12665
19004819,21697
19007225,20215
19010454,53293
19019146,14201
19022254,9872
19025560,10227
19029248,14540
19032152,20767
19047683,18358
19054767,16056
19066733,7422
19068478,11939
19076217,25833
19082689,10263
19101553,10666
19114044,11366
19114475,15226
19119008,30012
19122206,15811
19124470,14461
19125220,13427
19133276,26395
19146949,23525
19147104,13269
19154134,21170
19155213,17082
19156321,79396
19158082,14915
19159229,15190
19159927,14693
19170545,42286
19170608,15744
19177359,182645
19181663,21337
19181797,6044
19183277,20553
19187202,11040
19196710,16142
19202279,11744
19204287,13665
19204833,12834
19211556,40759
19213731,12110
19220460,15998
19231887,21862
19233116,9215
19234142,12660
19234303,19679
19236001,15551
19243936,179017
19245254,17676
19246767,15285
19251850,11086
19251889,14615
19264153,12606
19264755,19247
19270684,63687
19271774,16753
19277607,45584
19277744,16122
19286665,23659
19292447,27443
19304844,19524
1932088,6934
19330485,8459
19332551,19488
19339241,14647
19351325,18404
19351971,12219
19362594,9705
19364139,14693
19364491,85564
19366688,22242
19368528,97150
19370061,24578
19375145,13201
19376213,13031
19376848,16313
19381689,15522
19383516,12332
19383682,15905
19383697,13699
19384989,15619
19398000,11956
19401154,61250
19402712,10738
19408962,9758
